email,category
pop quiz to follow forwarded by kay mann corp enron on pm lisa mellencamp ect pm sent by linda j simmons ect to lance schuler legal hou ect ect travis mccullough hou ect ect eddy daniels na enron enron angela davis na enron enron robert h george na enron enron sheila tweed hou ect ect kay mann corp enron enron bob carter hou ect ect barton clark hou ect ect teresa g bushman hou ect ect nancy corbet enron development enron development peter del vecchio hou ect ect lou stoler hou ect ect james grace corp enron enron barbara n gray hou ect ect anne c koehler hou ect ect dan lyons hou ect ect jeffrey t hodge hou ect ect steve van hooser hou ect ect stuart zisman hou ect ect mary cook hou ect ect deb korkmas hou ect ect julia murray hou ect ect cc donna lowry hou ect ect hope vargas hou ect ect brian schwertner na enron enron chris herron enron enronxgate gordon mckillop na enron enron joel ephross enron enronxgate stacy hardy corp enron enron l sheryl hudson hou ect ect subject ena merchant assets in condor project velocity a k a trutta for those of you who do not know trutta is a kind of trout this is going out to a broad group and may not be relevant to some but please be aware that other ena assets may go into the velocity condor structure at a couple points this year also we can all pray i think it is ok to use this word in the current political climate and in a secular sense as i think our interests are aligned on this that the ene stock price goes up and for more room in the raptor vehicle so we may see more raptor hedges as most of you are aware the majority of ena s merchant assets are in our project velocity structure just to make sure that we confuse everyone we use condor whitewing velocity trutta names interchangeably although occasionally there are some distinctions which i won t bore you with the details about so you can disavow all knowledge if you have need want to just so you get the right lingo trutta is the name of the ena subsidiary where these assets now have a home ena under a servicing agreement is the servicer of the assets i am attaching for your information the servicing guidelines in the agreement the major restriction is that ena cannot sell assets for less than the contributed value into the structure any early warning of a potential sale of any of these assets would be greatly appreciated so we can check whether any restrictions apply and be ready as there are some logistics involved an email to donna lowry mary heinitz and myself would be wonderful if you do not do this you may get on donna s list of course i can t speak for her as to the repercussions envisioned but let me suffice it to say that i am glad i am not on her list at least that i know of a number of these assets also have raptor hedges in place in addition to being in the velocity structure only the portion of the investment that was on ena s balance sheet was hedged if an asset is sold that has been raptorized the swap will need to be promptly terminated notional amounts adjusted etc again give us as much notice as you can we also need notice ahead of time of any follow on investments in the same merchant assets exchanges of our interest or further fundings because stuff will have to be done i will not bore you with the details but this stuff cannot be done in one minute contrary to the popular opinion of some business types whose names i will not mention here we also are obligated to provide quarterly reports of the investments which describe any modifications to the investments during that calendar quarter the first report is due april for the first quarter of this year we will be asking for your input with respect to your investments at the end of march lists of assets currently in velocity and in raptor are attached fyi lisa j mellencamp enron north america corp legal smith st houston tx tel fax e mail lisa mellencamp enron com,0
forwarded by darron c giron hou ect on am clark mayers jcmayers earthlink net on am please respond to clark mayers jcmayers earthlink net to sean mayers smmayers earthlink net mike christine richter crich aol com mary fate maryfate planetkc com kim mayers sprint kim mayers mail sprint com frank frederic fpfred juno com darron giron darron c giron enron com darnell moore darnellmo aol com cc subject fw have you done the palm beach pokey yet    http www dovewinds com dubya alshokeypokey html,0
hi brett we haven t been able to locate it could you resend where should i send your set of docs thanks kay brett r wiggs am to kay mann corp enron enron cc subject ge turbine contracts kay were you able to find my faxed signatures do you need originals are you going to send out a complete set of the final documents thanks brett,0
forwarded by greg whalley hou ect on am michael l brown enron pm to john l nowlan hou ect ect cc greg whalley john sherriff lon ect ect subject redmeteor com john i had lunch today with david ownby plus brent larsen and michael chang of redmeteor com david suggested that perhaps there could be some sort of arrangement between redmeteor com and eol wherein each could benefit from the other s platform he was referring specifically to the refined products and crude oil areas where they are primarily physical and we are primarily financial i am under the impression that there may have been some contact earlier this year between enron management and vincent di cosimo of redmeteor and i had heard the names of greg whalley and john sherriff mentioned in that regard is that correct and did anything ever materialize as you know redmeteor and vitol are in the process of formalizing a strategic alliance to aid in their positioning in the global marketplace as reported in the media and the person involved from vitol mike loya is a person that i have known for years but have not discussed this topic with him is there anything worth pursuing with redmeteor regards mike,0
the water analysis that i sent you is for gleason over the weekend we put the other water analysis studies for the other plants on dealbench please let me know if you have any other questions thanks ben,0
carol st clair eb phone fax forwarded by carol st clair hou ect on am hoog david t tl david hoog ace ina com am to bill windle enron com bill windle enron com cc carol st clair enron com elizabeth sager enron com leslie hansen enron com gaurav babbar enron com savitabi llgm com jmcgreevy llgm com sbehrend llgm com subject re policy enronpolicy doc i was in a hurry to get out friday night so i didnt reply to all this is a clean version of same original message from bill windle enron com smtp bill windle enron com sent friday june pm to hoog david t tl cc dhoog att net carol st clair enron com elizabeth sager enron com leslie hansen enron com gaurav babbar enron com savitabi llgm com jmcgreevy llgm com sbehrend llgm com subject re policy   david  unfortunately we were unable to accept all changes would you please forward a clean copy of the draft policy to those listed above cc thanks  enronpolicy doc,0
tanya on friday i emailed a new vol curve to use for var testing i was under the impression that you could apply this vol curve to the price book and storage book and have a new experimental var number by monday i have not received any response please reply with status of this project john,0
the only problem i can see with this is that paragraph could be construed to encourage nmng to request amendment not only to increase the maxdtq but also to decrease it if the maxdtq has been increased by a previous amendment i worry that this might mislead nmng that the parties can decrease the maxdtq by agreement rather than nmng using capacity release procedures however the paragraph does not obligate tw to do anything doesn t give nmng any rights since any change in the maxdtq must be by mutual agreement and it s subject to available capacity since it does not seem to give either party anything they do not already get under the tariff i think i would recommend we omit it however nmng might insist on this or similar language to reflect the deal or at least the conversations of the parties if that s the case i suppose i would advise the marketing folks to limit the language of paragraph to an increase in maxdtq and explain that any decrease would have to be thru capacity release comments forwarded by susan scott et s enron on pm christine stokes am to susan scott et s enron enron drew fossum et s enron enron christine stokes et s enron enron steven harris et s enron enron glen hass et s enron enron mary darveaux et s enron enron mary kay miller et s enron enron bill cordes et s enron enron cc audrey robertson et s enron enron subject transwestern contract approval request transwestern contract approval request please review the attached discount letter for new mexico natural gas inc nmng the contract s five year term provides for eot eot receipts and deliveries at a dth day transportation rate the contract s maxdq varies by month and is show on the appendix a of the discount letter please indicate your approval via reply with history officer approvals will be faxed to bill cordes for final officer approval ,0
no problem,0
how long is the meeting scheduled to last liz yvette pinero enron am to peter e weidler na enron enron rebecca mcdonald enron enronxgate james a hughes enron enronxgate laine a powell enron com john novak sa enron enron jose bestard enron development enron development felipe ospina na enron enron christiaan huizer enron development enron development rafael rangel na enron enron rggdee aol com federico cerisoli sa enron enron eddy daniels na enron enron celina ozorio sa enron enron peter n anderson enron development enron development erwin landivar sa enron enron fabio garcia na enron enron john guidry na enron enron felipe jens na enron enron michelle blaine enron enronxgate joe kishkill sa enron enron orlando gonzalez sa enron enron john j lavorato enron enronxgate jeffrey sherrick enron enronxgate greg whalley hou ect ect cc loretta brelsford enron enronxgate connie blackwood enron enronxgate clarissa sauer enron development enron development veronica perez na enron enron isabel romero enron development enron development marianne m arake sa enron enron stephanie truss enron enronxgate mina miyakawa sa enron enron edineth r santos sa enron enron rejane pansiera sa enron enron liz m taylor hou ect ect kimberly hillis enron enronxgate vivianna bolen enron enronxgate subject cuiaba review tuesday april th a cuiaba project status review with rebecca mcdonnald will take place on tuesday april th am cdt in conference room ac c if unable to attend in person the dial in numbers are as follows domestic international participant code host pete s code any questions let me know thanks,0
mark attached is the draft memo after you have had a chance to review please call me with your thoughts comments i would also like to briefly speak with john klauberg about east coast municipalities to make sure he thinks this policy works in the east as well john is going to call me early this afternoon also to the extent you think we should highlight financial trading policies like i have done i would like mark to review what is written he did confirm that this is financial trading s policy finally it would be very helpful if i could get your thoughts on to whom we should distribute the memo thanks elizabeth ,0
ok,0
nick i was wondering if it would be a big problem if i end up not being able to attend the grand opening i really want to attend but i am having some scheduling problems please let me know if my missing the event would create any problems i know i m important but i m sure it would be ok for me to miss steve,0
frank there appears to have been a mild snafu with my e mail address my fault not yours and i have just now seen your note from yesterday morning i am working on the posting agreement i m afraid louise may have thought more highly of my abilities to create something like that from whole cloth than i deserved but we will try and get that to you soon travis mccullough our corporate lawyer will get together a term sheet on the equity side of things which we should be able to get to you quickly no later than thursday if his schedule permits i m assuming that your legal team will have to be draftsmen of the definitive corporate documents but the term sheet should give them a good starting point and let you confirm that the lawyers on both sides are getting it right sorry for the delay and confusion we ll get these out to you as soon as we can mark,0
rick the it person tanya would like to have dedicated to the mg effort is ganapathy ramesh vince forwarded by vince j kaminski hou ect on pm tanya tamarchenko pm to vince j kaminski hou ect ect cc subject re ganapathy ramesh vince ramesh is he it guy who can help us with mg var tanya,0
stinson hedging with the underlying may be unconstitutional ever since slavery has been abolished vince stinson gibner pm to vince j kaminski hou ect ect cc subject black scholes meets seinfeld where s the beef forwarded by stinson gibner hou ect on pm erik simpson am to ken rice enron communications enron communications kevin hannon enron communications enron communications jim fallon enron communications enron communications stinson gibner hou ect ect cc ben freeman enron communications enron communications mike horning hou ect ect subject black scholes meets seinfeld while we are in process of building this business it is interesting to see a quick write up mckinsey is promulgating on options theory applied to tv and seinfeld i thought you guys would be interested in reading this erik simpson,0
sam here is a little something about my grandfather dr walter herschel burgess was a graduate of alabama polytechnic institute now auburn university he practied vetinary medicine for years in haleyville alabama dr burgess was blessed with children grandchildren and one great grandchild dr burgess was an avid golfer and tremendous football fan he held auburn football season tickets for years dr burgess recently received the golden eagle from auburn university in recognition of years of alumni service dr burgess was a world war ii veteran dr burgess loved auburn and sent all three of his children and both grandchildren to school on the plains due to his love for auburn that he instilled in his family there will definitely be a forth generation auburn graduate in the burgess family dr burgess was also a proud member of the ots vetinary fraternity at auburn university dr burgess was born in cullman county alabama and was a year resident of haleyville alabama please feel free to take some liberties and rearrange or omit some of the things i stated above thanks again sam for all of your help with this and the recognition this newsletter will give my grandfather auburn is very fortunate to have such a great person raising money for the most important school within the university talk to you soon pl,0
forwarded by sara shackleton hou ect on am carol st clair am to sara shackleton hou ect ect mary cook hou ect ect cc subject enron mcgarret c transaction carol st clair eb phone fax carol st clair enron com forwarded by carol st clair hou ect on am chris krecek krecc andrews kurth com pm to alan quaintance enron com brenda l funk enron com carol st clair enron com charles delacey enron com clement abrams enron com david roland enron com gina karathanos enron com joel ephross enron com tina livingston enron com trevor randolph enron com trushar patel enron com mniebruegge mayerbrown com tellwood mayerbrown com eawilburn prickett com tamullen prickett com kenton rlf com mark wolf us cibc com mercedes arango us cibc com schottla us cibc com aroberts wilmingtontrust com cc david barbour barbd andrews kurth com muriel mcfarling mcfam andrews kurth com michael thimmig thimm andrews kurth com subject enron mcgarret c transaction attached in wordperfect format are each of the following documents marked against the version previously circulated drawdown request put option agreement warrant assignment amended and restated llc agreement for mcgarret iii receipt of asset llc independent auctioneer letter agreement direction letter sale and auction agreement and general opinion of a k if you have any questions or comments please call muriel mcfarling at thank you chris krecek secretary legal assistant andrews kurth l l p main street suite dallas texas phone fax email ckrecek andrews kurth com confidentiality notice the information in this e mail including any attachments is confidential legally privileged and intended only for the use of each recipient named above if you are not an intended recipient you must not read use or disseminate this information if you have received this e mail in error please notify the sender immediately by reply e mail and delete this e mail from your computer virus warning although this e mail including any attachments is not intended to contain any virus or defect that may affect your computer you are responsible for ensuring that no virus or defect exists the sender disclaims any responsibility for any loss or damages arising from any virus or defect associated with this e mail wpd wpd wpd wpd wpd wpd wpd wpd wpd,0
