email,category
i cant believe he said that my im is sandra brawner creative right,0
nasdaq is scary you think we could lose another of what we have in there should we just leave it in for the long term and wear all the pain now,0
please let me know as soon as possible the volumes and delivery points for the following ena consumers gas ena alberts energy company ena clinton energy ena clinton energy ena cms thanks for your help dp,0
thor i m out of town again and will calll you another time i plan on bringing the plan on my asia trip which begins on sat both jeff and i will read it then and provide comments thanks mike,0
put on calendar forwarded by jeffrey a shankman hou ect on am enron north america corp from kristin gandy enron pm to jeffrey a shankman hou ect ect william keeney hou ect ect catherine clark hou ect ect rajesh chettiar enron development enron development tom dutta hou ect ect jayshree desai hou ect ect colin jackson enron communications enron communications laura howenstine enron communications enron communications michele nezi marvin enron communications enron communications jennifer fraser hou ect ect natalie halich enron communications enron communications ranabir dutt corp enron enron teresa dyar na enron enron jeff golden hou ees ees charles ward corp enron enron sarah wesner corp enron enron li sun na enron enron gillian johnson na enron enron lisa connolly na enron enron michael j popkin na enron enron kevin mcgowan corp enron enron evan betzer enron communications enron communications jebong lee enron communications enron communications chu chu wang corp enron enron brad hitch eu enron enron betsy bassis enron communications enron communications matthew goering hou ect ect claude tellis enron enronxgate cc subject visiting candidates your invited to participate in an informal lunch chat with two possible wharton spring candidates when january th time pm pm where c michele nezi marvin and tess dyer will be the facilitators of the lunch but for catering purposes i need to know by friday at am if anyone else from the wharton team can join the event please rsvp to me as soon as possible to ensure your lunch selection thank you for your participation kristin gandy,0
we have received an executed master agreement type of contract isda master agreement multicurrency cross border effective date march enron entity enron north america corp counterparty allegheny energy supply company llc transactions covered approved for all products with the exception of foreign exchange confirming entity enron north america corp governing law new york confirmations there is a special form of confirmation that should be used for all online and offline transactions restrictions this is a temporary bridge master agreement until we can get a new isda master agreement in place in a side letter agreement dated the parties have adopted the merrill lynch capital services inc isda master agreement dated in effect changing the names of the parties and certain credit terms,0
rod thanks for the message we are trying to find a good pediatrician in our area who did you use carol st clair eb phone fax carol st clair enron com rod nelson pm to carol st clair hou ect ect cc subject congratultions i just heard you had you baby congratulations we are adjusting well nearly finalized are apartment lease take care maybe we can speak later tell bill hello rod,0
john lavorato joined enron in august as an associate moved to calgary and built canadian business made president of canada in early moved back to houston early in to run north american trading named coo enron north america in august undergrad in canada university of western ontario mba northwestern cfa if you need anything else give me a call john,0
genia kenton worked on this contracr do you think you can find this thanks elizabeth forwarded by elizabeth sager hou ect on pm from christopher smith on am to elizabeth sager hou ect ect cc subject re revised ingleside epmi contract if you would please send me a copy of the revised contract and any attachments it would be very much appreciated thank you christopher elizabeth sager am to christopher smith hou ect ect cc subject re revised ingleside epmi contract i believe this contract has been executed kenton was the lawyer working w paul p let me know if you need us to track it down give me a call anytime to discuss the industry in genreal eas ,0
shirley feb looks best vince shirley crenshaw am to vince j kaminski hou ect ect cc subject lsu seminiar visit vince jim garven sent me an e mail wanting to revisit the possibility of your coming to lsu the following dates were provided as open do you have a preference february march april please let me know and i will let mr garvin know thanks shirley,0
i have made the following changes on page under financial information th line beginning w customer deleted or its guarantor j m does not have a guarantor on the signature page for the guaranty i changed jm huber to j w huber in addition in the appendix i have deleted ebitda coverage ratio this ratio does not apply here and moved net income to its correct place in alpha order before net worth please see the attached revised draft debra perlingiere enron north america corp legal department smith street eb houston texas dperlin enron com phone fax,0
suzanne marie is included let s see how everyone else responds and hope that we can choose mon tues or wed i would prefer mon or tuesday because i see the doctor on wed but let s see what works for everyone else suzanne adams pm to carol st clair hou ect ect cc subject lunch for rod nelson forwarded by suzanne adams hou ect on pm marie heard enron communications pm to suzanne adams hou ect ect cc subject lunch for rod nelson am i really included in this lunch if so i will be out thursday and friday june and thanks marie heard senior legal specialist enron broadband services phone fax marie heard enron net forwarded by marie heard enron communications on pm carol st clair ect pm to mark taylor hou ect ect sara shackleton hou ect ect shari stack hou ect ect jason peters corp enron enron susan flynn hou ect ect susan bailey hou ect ect samantha boyd na enron enron tana jones hou ect ect marie heard enron communications enron communications cc suzanne adams hou ect ect subject lunch for rod nelson group mark has okay ed having a going away lunch for rod looks like the week of june th works best for rod please e mail suzanne adams by monday of next week any days that week that do not work for you so we can pick a date thanks carol,0
thanks for the information we are using it to try to get a sense of the increase in demand created by this new generation i have cross referenced some of your info with some info from the power desk this info is attached in addition it would be helpful to get a copy of the maps you mentioned below please let me know when you can send the maps thanks eric enron north america corp from james whitehead enron am to eric bass hou ect ect cc subject tx ipps here is the information that i have compiled about new ipps in texas what exactly are you using this for i also have arcview maps of the majority of all the plant locations with surrounding pipelines if you have any information about new ipps that i do not have i will be very interested james ,0
for you anything mark greenberg enron am to tana jones hou ect ect cc subject forestweb nda and linking agreement tana the below request for an nda is from the director of clickpaper com can we process this this morning please disregard all of the linking agreement language thanks mark senior counsel ena phone facsimile e mail mark greenberg enron com forwarded by mark greenberg na enron on am john cummings enron enronxgate pm to mark greenberg na enron enron cc subject forestweb nda and linking agreement mark please send the nda with return instructions to rami ghandour forestweb inc avenue of the stars los angeles ca phone fax rami forestweb com please leave me a message as to when i can get the linking agreement to paperloop if we can get it to them tomorrow then they might just sign it after a quick review in order to go live by sunday also please prepare the linking agreement for forestweb as well jc,0
i stopped by to see you because mark got in the mail a blacklined draft of the prospectus from bowne on the weather offering and i wanted to see if you got your own copy or do you need me to have one made for you,0
kay can you make sure i am available forwarded by david w delainey hou ect on pm enron north america corp from marsha schiller am to david w delainey hou ect ect cc kay chapman hou ect ect subject you are invited dave if you are available we would appreciate you attending ray forwarded by marsha schiller hou ect on am enron north america corp from raymond bowen pm sent by marsha schiller to paul adair corp enron enron ana alcantara hou ect ect robert e anderson hou ect ect juan barba hou ect ect tim battaglia lon ect ect dwight beach hou ect ect tracy beardmore na enron enron om bhatia na enron enron art bieser corp enron enron finley biggerstaff hou ect ect marty blick na enron enron elliot bonner hou ect ect jay boudreaux hou ect ect greg bruch hou ect ect kimberly bullock hou ect ect bryan burnett hou ect ect brandon cavazos na enron enron christopher chenoweth hou ees ees shilpa chunchu corp enron enron harry m collins hou ect ect amanda colpean corp enron enron andrew r conner hou ect ect glenn connors hou ect ect kevin cordesman hou ect ect bob crane hou ect ect chris croom hou ect ect jim crump corp enron enron john cummings hou ect ect jarrod cyprow hou ect ect peter del vecchio hou ect ect jeff donahue hou ect ect douglas b dunn hou ect ect cassandra s dutton hou ect ect zeina el azzi corp enron enron jay epstein hou ect ect john garrett corp enron enron paul gregory hou ect ect christopher a helfrich hou ect ect molly hellerman corp enron enron greg hermans corp enron enron craig hiddleston corp enron enron ray hoppe corp enron enron david howe corp enron enron john jacobsen hou ect ect gustavo junqueira hou ect ect joe jure hou ect ect cheryl kaiser corp enron enron wendy king corp enron enron steven kleege hou ect ect stephen klein corp enron enron todd krohn hou ect ect billy lemmons corp enron enron maxine e levingston corp enron enron roy lipsett hou ect ect vickie lopez hou ect ect tim mckone corp enron enron kellie metcalf corp enron enron luann mitchell corp enron enron michael moulton hou ect ect tammy l mulrooney hou ect ect chetan paipanandiker hou ect ect terrellyn parker hou ect ect sanjay patel na enron enron greg piper corp enron enron thomas mark poole hou ect ect robert j pratel hou ect ect ed quinn hou ect ect eva rainer hou ect ect richard rathvon corp enron enron stanton ray hou ect ect shiraz rehman na enron enron sarah reyna corp enron enron yolanda rivera hou ect ect robert richard corp enron enron cuthbert roberts corp enron enron richard t robinson hou ect ect tanya rohauer hou ect ect romney ruder na enron enron carlos ruiz na enron enron ramiro san miguel corp enron enron robert scheuer hou ect ect rahul seksaria corp enron enron rebecca serwin corp enron enron scott m shields hou ect ect michael simmons hou ect ect ken sissingh corp enron enron rebecca skupin corp enron enron mike tamm na enron enron imad tareen corp enron enron justyn thompson corp enron enron dora trevino corp enron enron luis valdez na enron enron chu chu wang corp enron enron andrew wilson corp enron enron glenn wright corp enron enron allan wu hou ect ect cc subject you are invited from ray bowen bryan burnett rodney malcolm please join the industrial origination group for a happy hour date friday august time p m place wood street bryan burnett s lofts rsvp please rsvp yes or no to rebecca skupin by no later than noon on wednesday august directions drive north from enron building on n main over the bayou take the st right story brick warehouse parking available inside the gate hopefully we have not missed anyone in the industrial origination group if you notice someone that is not on the list that should have been please let marsha know,0
thanks for the contact names you are right no staff meeting on monday deceber have a merry christmas sally,0
attached is the referenced amendment please call me or carol if we can be of further service,0
we ll be at the party overture or no overture the squaw thing ain t a problem no worries but let s settle soon my accounts are a little wacky these days i ll explain later thanks for letting me know with the playing there s a lot of little issues that i think are no big deal but from our weekend at squaw it seems that there are some major fucking huge issues that you and the mighty c needed to work out if you ve got those worked out then i m all fer playing again though the next weeks are pretty fucking ugly best jeff scott laughlin scottwl hotmail com pm to psellers pacbell net cameron perfect com jeff dasovich enron com cc subject re party all i hope you guys can come this friday to the dinner party at sarah s house it will be the four of us kent allison bobby sarah and one of sarah s friends called mari who was at the post hillman rock party riddles is in la paz mexico being the smart guy that he is i have conceptualized the menu personally hopefully cameron and sarah can carry it out also i think there ll be a case of overture if that doesn t entice you i don t know what will i would really love it if you guys could be there is no big deal beyond an excuse to get dead fucked up i also checked into the squaw fiasco and i hate to report that all that was charged to my card was a measly so we ll have to discuss the settling of that bill sorry for the inconvenience jeff at the risk of sounding too much like nancy i think it would be nice if we could try to play music again i picked up the damn mandolin so that i could actually play not just practice in my room all alone i know that there are many issues that arise between all of us but maybe we can talk about them individually and together and then try to simply be more mellow have more fun that doesn t mean that we can t practice however everything must be done in the spirit of enjoyment all this is pretty obvious to all of us and i don t need any of you to address this issue in e mail but we ve had a lot of good times playing together and i would like us to rise above this and move ahead and perhaps get to a better place after all summer is on the way and we want to be able to impress our teachers and mentors i think of poor bridget having to sit through the same show we gave her last year what will she say to ed if not the sidekicks are going to have to go on tour i love you all and hope this finds you well scotty from rogers sarah srogers jamcracker com to prentice sellers psellers pacbell net cameron sellers cameron perfect com jeff dasovich enron com cc scott laughlin scottwl hotmail com subject re party date fri apr  we will also serve you food and beverages fit for the riff raff domino s stuffed crust pizza white zinfandel that sort of thing  original message from prentice sellers mailto psellers pacbell net sent friday april pm to cameron sellers jeff dasovich enron com cc scott laughlin rogers sarah subject re party   i don t know i kind of like the idea of being referred to only as the riff raff during dinner  original message from cameron sellers mailto cameron perfect com sent friday april pm to pp jeff dasovich enron com cc scott laughlin rogers sarah subject re party   fyi on attire for scott s birthday dinner next friday night of which you must attend   cameron sellers vice president business development perfect embarcadero road suite palo alto ca cameron perfect com direct dial cell fax  original message from rogers sarah mailto srogers jamcracker com sent friday april pm to cameron sellers cc scott laughlin subject re party  ok please inform prentice and jeff of this rule anyone not in compliance will be referred to only as the riff raff over dinner  fondly sarah e rogers  original message from cameron sellers mailto cameron perfect com sent friday april pm to rogers sarah cc scott laughlin subject re party   definitely dress up what i am is what i wear  signed  birthday boy s beloved   cameron sellers vice president business development perfect embarcadero road suite palo alto ca cameron perfect com direct dial cell fax  original message from rogers sarah mailto srogers jamcracker com sent friday april pm to scott laughlin e mail cameron sellers e mail subject party  let me start off by thanking scott for going with me to the new yorker thing that and the oriental massage parlor afterwards were great  secondly alison and i were thinking that it might be fun to get somewhat dressed up for the party on friday since it is the social event of the season what do you guys think i m not talking black tie but i am looking for an excuse to wear a skirt or dress but i leave it up to the birthday boy and the birthday boy s beloved  please advise   sarah rogers solutions marketing jamcracker inc homestead rd cupertino ca p f  www jamcracker com sounds like a job for jamcracker  more about the jamcracker solution www jamcracker com solution s shtml  jamcracker in the news www jamcracker com news n shtml  get your free download of msn explorer at http explorer msn com,0
david thanks for the info i ve got the ace confirm carol,0
while leslie was out i had a brief discussion with tycholiz et al they re going to pull together an outline of the things they re thinking about and get back to us on it for discussion best jeff susan m landwehr enron enronxgate pm to leslie lawner enron enronxgate cc jeff dasovich na enron enron subject re ca instrate gas matters leslie i don t know whatever happened to this discussion i suggested to jeff that i would be available off and on during the week but i think he was nuts with the legislative session should we try again or have you already discussed original message from leslie lawner sent friday july pm to barry tycholiz cc jeff dasovich susan m landwehr subject re ca instrate gas matters i am really only available monday am i am on a well deserved vacation next week but if that works for you that would be great jeff is pretty full up with the ca legislature and all the electric stuff we can try him tho what i would like is to come up with a coherent message on hedging in ca particularly the core non core issues so that at the end of the day ees still has a market and ena can sell hedges to the ldcs sue landwehr in gov affairs is the leader coordinator of our hedging activities before the state commissions and we should get her involved as well in fact i will cc both sue and jeff on this original message from tycholiz barry sent friday july pm to lawner leslie subject re ca instrate gas matters leslie i would like to talk to you and jeff regarding ena s plans to talking to the puc regarding hedging activities let s do this early next week is there a time that is best to schedule bt original message from lawner leslie sent friday july am to allen phillip k kingerski harry kaufman paul tycholiz barry miller stephanie ponce roger black don hewitt jess shireman kristann courtney mark elliott chris dasovich jeff becky mccabe fulton donna steffes darla stoness scott johnson tamara cc nicolay christi subject ca instrate gas matters this is to quickly summarize our call on july on california gas intrastate matters and set a direction for future activity unbundling pg e has a gas accord in effect through which is generally positive we will participate in the development of a successor plan and attempt to improve it if we can socalgas attempted its own version of a gas accord but the cpuc refused to approve we will attempt to resurrect this accord and obtain cpuc approval hedging no proceeding currently exists to address gas hedging by ldcs draft legislation does exist on the electric side to allow hedging and passthrough of costs jeff has recommended that we approach the ldcs to begin discussing the issue and developing a strategy to take to the cpuc i suggest we develop an ena ees hedging proposal for ca and then take that to the ldcs i will attempt to put this is writing infrastructure cpuc has undertaken a proceeding to determine the need to improve infrastructure socal gas and pg e are responding with proposals we want to revitalize the infrastructure and ensure real markets exist and can develop our task is to participate in these proceedings please let me know who i left off the mailing list,0
forwarded by mike carson corp enron on am mike carson am to goodmand kochind com meridetk kochind com trpape aol com tpape satake usa com cc subject baby party shower some friends of my wife and i are throwing a little bash on the evening of september th for my upcoming baby boy i would like to invite you all to attend i believe there will be a margarita machine if you want to come please reply by sending me your address you will then recieve an invitation by mail hope to see you there mike,0
attached is a clean and redline of the revised confirm,0
debra perlingiere enron north america corp legal department smith street eb houston texas dperlin enron com phone fax forwarded by debra perlingiere hou ect on am enron in action enron sent by enron announcements enron pm to all enron houston cc subject enron in action week of this is the last week of the who wants to help millions united way campaign we are close to the goal but need your help to reach the top if you have not made your contribution please click here http unitedway enron com chairman s award nominate your hero today the chairman s award is an employee driven program developed to recognize employees who are outstanding examples of enron s core values if you know someone who deserves to be honored for their practices of respect integrity communication and excellence click here http home enron com nominations are open now through october singles soiree join the houston symphony at sambuca located at texas avenue for a preview party and find out more about the classical encounters for singles season the free event will take place on august rd from p m space is limited and reservations are required call for reservations and more information and to reserve your place operation sellout rice owls vs houston cougars discounted tickets for the september football game are now available for enron employees through the signature shop on line the game will be held at rice stadium at p m tickets will remain on sale through p m on august for per ticket and can be purchased in sets of two or four to purchase your tickets click here for any questions contact greg grissom at radio music a free night of comedy enron employees have been invited to enjoy a free performance on any thursday theatre at p m or saturday at p m during the month of september seating is limited and reservations are required when you call give your name the number of people in your party and the date you wish to attend just mention that you are with enron and your entire party is admitted free for reservations call wild work join jeffrey glassberg ph d president of the north american butterfly association for lunch this thursday brown bag august at in ac c dr glassberg will discuss butterfly watching which is on its way toward becoming a more popular activity than bird watching he will also inform us of activities at the naba butterfly park a spectacular native plant garden on acres fronting the rio grande river in southernmost texas please rsvp to teresa nava united way sign up now mark your calendar for a day of volunteer activity at depelchin children s center day of caring and ripley house on september to support united way and make the world a better place for more information click here http home enron com cr to sign up contact jessica nunez at  energize houston the energize houston golf tournament benefiting the texas children s hospital bone marrow transplant unit golf tournament through his grace foundation is scheduled for monday october th you can help by volunteering your time to help at the tournament if interested please contact jim coffey at or lisa lunz at for information regarding playing in the tournament go to www energizehouston com american the american heart walk is a national walking event to increase awareness of the importance of walking as a heart walk heart healthy exercise and to raise funds to continue the american heart association s fight against heart disease and stroke the event will be held on october at sam houston park if you would like to participate please sign up now by calling diana barrero at hearing screening hear ye hear ye it s time to get your hearing checked extra day added the screening will be held on tuesday august nd and wednesday august rd register now cost enron employees spouses contractors payment can be made by check or money order to enron corp no cash can be accepted call the health center at to schedule an appointment the member enron cycling team raised over for multiple sclerosis through the ms bike tour from houston to austin,0
the spinning bikes are so much better than the life cycles would you consider placing several spinning bikes out with the other exercise equipment and running a spinning video on the tv s i think the equipment would be used much more members could just jump on a bike and follow the video any time of day let me know if this is possible phillip allen x,0
