email,category
jim sent attached mark koenig investor relations earlier today requested background gas prices california asap please send additional feedback final draft completed friday thank jennifer ,0
forwarded scott neal hou ect pm  christina sanchez enron pm scott neal hou ect ect susan w pereira hou ect ect john craig taylor hou ect ect victoria versen hou ect ect cc subject koch pal capacity auction forwarded christina sanchez corp enron pm cotton ashley gspc ashley cotton gulfsouthpl com pm  cc subject march interested parties subject iss pal capacity auction e mail notice gulf south post internet web site auction occur day parties expressed interest receiving e mail notice regarding announcement auction gulf south contemporaneously internet web site posting send e mail notice parties desire receive notice party desires receive subject notice send e mail ashley cotton gulfsouthpl com subject line notice setup auction process fully described prior notice february ashley cotton admin assistant gulf south pipeline company phone fax,0
meeting scheduled cdt time past em,0
please disregard comment regarding options last e mail,0
months ago sent note north american government affairs group commemorating bit end point efforts relative california memo included quote went follows life echoes eternity think words often believe ever particularly events external internal enron last months know sure next weeks months bring us know done enron government affairs last several years whether houston washington london brussels sao paulo etc good remembered positive difference made industries worked even good time good work go many us others elsewhere regardless future holds quite proud accomplished accomplished personal appreciation done well opportunity part group unfortunately inalterably impacted changed next weeks boundless irrespective changes may take one us continue earn trust respect holiday related note u working week please feel free leave early possible wednesday advance thanksgiving spend time families loved ones celebrating american thanksgiving try take additional time families next days work business demands permitting thank ginger dernehl administrative coordinator global government affairs phone fax,0
forwarded phillip k allen hou ect pm kristian j lande  christopher f calger pdx ect ect jake thomas hou ect ect frank w vickers hou ect ect elliot mainzer pdx ect ect michael mcdonald sf ect ect david parquet sf ect ect laird dyer sf ect ect jim buerkle pdx ect ect jim gilbert pdx ect ect terry w donovan hou ect ect jeff g slaughter enron development enron development ed clark pdx ect ect cc tim belden hou ect ect mike swerzbin hou ect ect matt motley pdx ect ect greg wolfe hou ect ect phillip k allen hou ect ect chris h foster hou ect ect kim ward hou ect ect paul choi sf ect ect john malowney hou ect ect stewart rosman hou ect ect subject new generation oct th noted last e mail ray nixon expansion project colorado incorrect start date last report showed online date may actual anticipated online date may following list ranks quality quantity information access wscc ca siting office plant contacts pnw siting offices plant contacts dsw plant contacts siting office maricopa county arizona colorado integrated resource plan anyone additional information regarding new generation desert southwest colorado plant phone numbers contacts would greatly appreciate receiving contact information,0
know continuously updating foreign domestic counsel database maintained accurate form therefore new information may regarding outside counsel firms interviewed retained past months would greatly appreciated also updates existing database entries would also like hear please take time help us update database valuable tool us one us full access database via lotus notes application however icon disappeared desktop click add back desktop please provide new information updates either nony flores becky spencer thank attention matter,0
statement makes reference energy seems might also apply metals transactions know affected transactions may care impression houston commodities traders signing possibly minor comments early morning guys want make comments maybe metals excluded traders disagree approach please let sara shackleton barbara gray know soon possible original message kimberly summe ksumme isda org enron mailto imceanotes kimberly summe cksumme isda eorg e enron enron com sent friday september cc robert pickel jeff golden stacy carey ruth ainslie diane genova subject energy market isda statement importance high part efforts assist markets resolve certain issues arising week events isda asked consider implications certain continuing problems futures exchanges price source publications commodity derivatives attached form draft statement isda series proposals made number institutions active otc commodity derivatives area resolve pricing difficulties welcome comments proposals purpose distribution encourage participants markets products consider issues raised hope come consensus position reflected statement style attached draft isda please send comments kimberly summe ksumme isda org soon possible friday morning please contact isda questions kimberly summe general counsel commodity statement doc commodity statement doc,0
please see attached samantha slater manager state regional affairs electric power supply association new york avenue n w th floor washington c phone fax e mail sslater epsa org content transfer encoding quoted printable date thu may mark stultz mstultz epsa org neal costello cpowerc aol com chapmana bp com bill highlander highlander calpine com jmpierce duke energy com dafi dynegy com gloria quinn quinngj edisonintl com mark palmer mpalmer enron com ldaspi entergy com karen neill karen oneill greenmountain com buddy eller mirant com dmcfarlan mwgen com david mould neg pge com lisa franklin lisa franklin neg pge com john giesser jgiesser newenergy com joseph bizzano joe bizzano nrgenergy com trudy marshall trudy marshall nrgenergy com vincent ragucci vincent ragucci ogden energy com kristen ludecke pseg com richard wheatley reliantenergy com maureen phillips mphillips ridgewoodpower com martin quinn mquinn ridgewoodpower com cwgriffi seiworldwide com applebaum david dapplebaum sithe com wwhopkins tecoenergy com fferraro wm com cc gac aol com paul j allen constellation com weber barbara c barbara weber elpaso com gene peters gpeters epsa org julie simon jsimon epsa org kimberly blackburn kblackburn epsa org lynne church lchurch epsa org simone byrd sbyrd epsa org samantha slater sslater epsa org marty wilson mwilson pstrategies com subject media campaign mime version content type text plain charset us ascii content disposition inline epsa public affairs state issues committees steering committee call morning powerful future media campaign group reinforced desire move forward expeditiously production campaign time reaching potential stakeholders join us paid media education advocacy regarding lessons california group currently reviewing initial drafts appears likely able take advantage already booked studio time next tuesday also agreed shift approach somewhat away targeted states toward targeted markets supplemented placements national regulator legislator publications help us cover loss state capitals although actual markets priority determined phase two funders available resources plan envisions placements east coast markets least boston washington c well seattle portland west markets could also included go point group decided california placements total estimated budget buys similar previously distributed still plenty room bandwagon please give call assistance ext regards mark epsa,0
good weekend,0
